472,959,0.01005515,YBR118W
1065,1127,0.010071371,YLL056C
519,610,0.010097324,YDR040C
911,1030,0.010116788,YKL010C
233,710,0.010170316,YFL030W
232,980,0.010171938,YGL247W
691,713,0.010178427,YML114C
232,709,0.010199513,YEL060C
232,710,0.010217356,YGR187C
585,1149,0.010291971,YPL276W
232,711,0.010301703,YDR059C
210,1160,0.010303325,YER043C
233,710,0.01036983,YCR030C
482,564,0.010395783,YER150W
690,713,0.01042498,YGR177C
22,286,0.010437956,YDL205C
169,639,0.010570965,YGL245W
232,711,0.010622871,YOL073C
174,783,0.010689376,YAL042W
173,639,0.01070884,YGL245W
423,546,0.010715328,YDL200C
29,1000,0.010718573,YIR031C
471,949,0.010772101,YBR118W
232,711,0.010822384,YNL305C
240,1200,0.010864558,YDL171C
232,709,0.01086618,YLR276C
481,565,0.01092133,YER150W
401,679,0.010924574,YKL043W
82,727,0.011010543,YIL044C
172,639,0.011026764,YKL209C
780,1008,0.011054339,YDL161W
132,489,0.011060827,YJL170C
232,1165,0.011098135,YOR063W
595,824,0.011135442,YMR174C
349,711,0.011211679,YHL042W
911,1031,0.011253852,YMR275C
89,168,0.011266829,YDL112W
220,481,0.011305758,YER080W
232,710,0.011309002,YOL073C
232,979,0.011365775,YBR139W
80,330,0.011388483,YOL053W
173,645,0.01140957,YFL026W
169,645,0.011412814,YIL015W
1002,1030,0.011529603,YOR350C
331,565,0.011649635,YCL066W
75,569,0.01168532,YML115C
233,710,0.011691809,YLR276C
910,1031,0.011828062,YKL010C
82,726,0.011896188,YER095W
170,657,0.011905921,YFL026W
295,489,0.011949716,YLL007C
81,727,0.01195296,YER095W
82,723,0.011957826,YHR073W
171,640,0.012032441,YFL026W
960,992,0.012074615,YER010C
241,1056,0.012098946,YCL068C
232,709,0.012133009,YKR049C
69,1128,0.012233577,YCR009C
331,566,0.012262774,YCR096C
36,821,0.012283861,YFL009W
481,564,0.012301703,YML128C
982,1127,0.012303325,YDR196C
172,643,0.012308191,YIL015W
232,711,0.012332522,YLR356W
232,710,0.012395783,YOR142W
233,711,0.012421736,YEL060C
1004,1034,0.012629359,YOR350C
518,608,0.012728305,YDR040C
233,705,0.012736415,YCR030C
331,566,0.012798054,YPL187W
1077,1101,0.012864558,YPL184C
353,604,0.01286618,YLR008C
1149,1176,0.012887267,YOR027W
172,646,0.012932685,YFL025C
403,680,0.012934307,YKL043W
460,1031,0.013154907,YOR383C
77,326,0.013195458,YOL053W
171,639,0.013224655,YPL187W
232,711,0.013330089,YBR139W
171,643,0.013336577,YFL025C
171,652,0.01340146,YFL026W
910,1030,0.013422547,YKL010C
81,727,0.013425791,YIL044C
169,641,0.013427413,YFL026W
169,639,0.013437145,YCR097W
913,1021,0.013508516,YOR297C
233,709,0.013626926,YCR030C
172,639,0.013628548,YFL025C
76,569,0.013644769,YML115C
472,954,0.013648013,YBR118W
1076,1102,0.013654501,YOR266W
469,949,0.013654501,YBR118W
886,1141,0.013673966,YAR027W
611,819,0.013690187,YDR464W
738,951,0.013706407,YBR263W
595,821,0.013841038,YMR174C
169,639,0.013951338,YPL187W
81,732,0.013972425,YFL036W
497,572,0.01399189,YDR453C
691,713,0.014021087,YGL253W
87,732,0.014045418,YLL001W
331,565,0.014131387,YNL145W
170,646,0.014154096,YFL025C
232,702,0.014218978,YER150W
583,1149,0.014339011,YPL276W
352,603,0.014618005,YLR008C
481,565,0.014799676,YHR062C
481,564,0.014880779,YHR062C
294,725,0.014905109,YNL058C
582,1149,0.014932685,YPL276W
517,608,0.014942417,YDR040C
103,345,0.015002433,YPL099C
333,737,0.015044607,YPL278C
1004,1027,0.015062449,YOR350C
1076,1103,0.015067315,YOR266W
738,960,0.015090024,YBR263W
414,454,0.015094891,YOR194C
481,565,0.01512571,YDR070C
233,979,0.015138686,YDL061C
584,1149,0.015148418,YPL276W
232,711,0.015166261,YOR142W
462,1031,0.015336577,YOR383C
170,645,0.015383617,YIL015W
233,711,0.015399838,YOR228C
331,566,0.015432279,YCR039C
642,1200,0.015490673,YAR070C
358,450,0.015495539,YDL144C
77,328,0.015571776,YOL053W
514,1069,0.01568532,YOR175C
483,564,0.015738848,YMR170C
586,1149,0.01577129,YPL276W
22,768,0.01578751,YDR067C
472,948,0.01585077,YBR118W
331,565,0.015892944,YCL065W
19,768,0.015915653,YDR067C
171,639,0.016021087,YGL245W
170,646,0.016087591,YFL027C
331,565,0.01610219,YLR040C
593,823,0.016128143,YMR174C
233,710,0.016134631,YOR228C
676,1115,0.016160584,YOR153W
1007,1149,0.016163828,YCR018C-A
195,414,0.016184915,YGL256W
926,1168,0.016191403,YHR158C
584,1201,0.016236821,YKL211C
1006,1034,0.016238443,YOR350C
74,296,0.016253041,YJL014W
233,709,0.016308191,YLR276C
173,642,0.016311436,YFL026W
886,1142,0.016468775,YAR027W
81,724,0.016475264,YER095W
67,295,0.016494728,YPL173W
423,547,0.016504461,YDL200C
77,329,0.016540146,YOL053W
37,820,0.016674777,YFL009W
481,564,0.016687753,YBR169C
103,349,0.016757502,YJL166W
233,993,0.016893755,YGL232W
232,710,0.016922952,YEL055C
886,956,0.016940795,YGL130W
232,711,0.017033252,YFL030W
170,646,0.017088402,YKL209C
233,979,0.017159773,YLR388W
1062,1127,0.017182482,YLL056C
945,1018,0.017273317,YNR075W
472,958,0.017347932,YBR118W
727,1027,0.01740957,YOR150W
942,1016,0.017429035,YNR075W
86,731,0.017492295,YDR034W-B
349,710,0.017497161,YHL042W
116,307,0.017516626,YGR066C
927,1192,0.017555556,YDL205C
99,580,0.017573398,YLR138W
170,646,0.017597729,YGL032C
169,639,0.017690187,YFL025C
170,649,0.017716139,YFL025C
402,680,0.017716139,YKL043W
481,564,0.017746959,YMR105C
293,726,0.017763179,YNL058C
233,710,0.017789132,YDR059C
786,930,0.017922141,YDR202C
499,1074,0.017957826,YKL207W
1077,1096,0.018019465,YHR027C
515,1069,0.018081103,YOR175C
170,639,0.018123277,YGL173C
172,645,0.018147607,YIL015W
1004,1033,0.018171938,YOR350C
233,1165,0.01822871,YOR063W
21,768,0.018306569,YDR067C
481,564,0.018353609,YDR391C
398,847,0.018415247,YGL157W
21,891,0.018452555,YJR074W
173,646,0.018501217,YIL015W
644,1200,0.018501217,YAR070C
233,711,0.018622871,YFL030W
585,1149,0.018695864,YOR388C
926,1167,0.018697486,YBR111C
471,955,0.018731549,YBR118W
752,1071,0.018791565,YIL030C
171,644,0.018815896,YFL025C
1075,1097,0.018862936,YCL052C
124,1152,0.018869424,YDR041W
233,979,0.01891322,YGL247W
170,642,0.018919708,YFL025C
700,825,0.01892944,YKL140W
172,639,0.018934307,YCL066W
74,686,0.018944039,YDL091C
403,679,0.018957015,YKL043W
195,1196,0.01896026,YJL004C
169,644,0.018974858,YIL015W
887,956,0.01903974,YGL130W
85,728,0.019054339,YDR098C
514,1060,0.019057583,YOR175C
646,1200,0.019106245,YAR070C
946,1017,0.019192214,YNR075W
496,572,0.019206813,YDR453C
233,704,0.019216545,YEL060C
348,711,0.019294404,YHL042W
1061,1127,0.019309002,YLL056C
32,500,0.019320357,YPL057C
1077,1099,0.019422547,YPL184C
519,609,0.01947283,YDR040C
331,553,0.019493917,YHL029C
75,796,0.019516626,YOL104C
286,519,0.01962206,YLR253W
171,639,0.019672344,YCR097W
36,823,0.019690187,YFL009W
116,454,0.019727494,YDR464W
482,564,0.0197794,YML128C
233,704,0.019886456,YGR104C
233,710,0.020022709,YEL055C
331,873,0.020024331,YHR208W
497,575,0.020068127,YDR453C
482,565,0.020085969,YER150W
169,639,0.020094079,YCL066W
738,947,0.020191403,YBR263W
241,1055,0.020197891,YCL068C
82,732,0.020261152,YPL139C
449,1026,0.020301703,YLR008C
175,783,0.020356853,YAL042W
233,710,0.020410381,YGR187C
331,565,0.020418491,YKL178C
233,710,0.020442822,YER079W
237,728,0.020460665,YGR234W
233,705,0.020557989,YLR323C
196,414,0.020574209,YGL256W
18,768,0.020595296,YDR067C
515,1060,0.02070884,YOR175C
141,375,0.020710462,YMR051C
584,1202,0.020731549,YDR127W
1064,1128,0.020744526,YLL056C
1067,1127,0.020785077,YLL056C
232,711,0.020789943,YGR187C
232,710,0.020791565,YLR270W
517,1059,0.020796431,YOR175C
116,455,0.020820762,YDR464W
292,724,0.02092133,YNL058C
579,1149,0.020966748,YDR378C
520,1047,0.020971614,YPL218W
676,986,0.021004055,YMR292W
78,341,0.021046229,YMR205C
12,870,0.021075426,YLR447C
233,710,0.021193836,YBR241C
232,700,0.021193836,YPR117W
77,330,0.021326845,YOL053W
1011,1190,0.021352798,YIR013C
1076,1101,0.021377129,YOR266W
232,711,0.021430657,YEL060C
232,699,0.021437145,YPR117W
563,830,0.021445255,YGL058W
232,711,0.021498783,YGR044C
232,710,0.021502028,YJL161W
680,1198,0.021553933,YOR066W
233,705,0.021592863,YEL060C
702,825,0.021609084,YKL140W
181,565,0.021644769,YGL015C
233,710,0.021675588,YGL243W
233,710,0.021703163,YPL154C
83,725,0.021703163,YDR034W-B
221,483,0.021706407,YER080W
232,979,0.021805353,YGL247W
1076,1094,0.021876723,YHR027C
172,643,0.021883212,YFL025C
1006,1033,0.022009732,YOR350C
232,702,0.022066504,YIL101C
1016,1055,0.022193025,YLR283W
171,651,0.022206002,YNL145W
233,703,0.022217356,YHL024W
235,544,0.022254663,YLR139C
82,725,0.022290349,YER095W
170,643,0.022340633,YFL025C
233,710,0.022381184,YLR270W
496,1074,0.022447689,YKL207W
709,809,0.022481752,YCR079W
611,819,0.022494728,YDR449C
170,649,0.022528792,YNL145W
498,1074,0.022528792,YKL207W
583,893,0.022608273,YPR068C
44,1063,0.022634225,YML006C
1007,1148,0.022695864,YCL058C
232,710,0.022772101,YLR177W
74,684,0.022794809,YDL091C
295,488,0.022828873,YLL007C
656,747,0.022875912,YGR130C
488,565,0.022888889,YMR252C
472,952,0.02291322,YBR118W
83,724,0.022932685,YER095W
680,985,0.022999189,YGR053C
173,644,0.023026764,YFL026W
752,1071,0.023057583,YDR483W
170,659,0.023064071,YFL026W
172,641,0.023106245,YFL026W
201,1021,0.023119221,YOR007C
73,569,0.02312571,YML115C
481,564,0.023159773,YOL053C-A
874,913,0.023347932,YOR067C
355,450,0.023359286,YDL144C
173,639,0.023375507,YIL015W
481,565,0.023380373,YMR170C
481,564,0.023492295,YMR169C
170,641,0.023526358,YFL026W
232,711,0.023526358,YBR241C
232,710,0.023549067,YKR049C
593,822,0.023635036,YMR174C
34,500,0.023638281,YPL057C
1077,1103,0.023648013,YOR266W
82,725,0.023664234,YLR219W
195,413,0.023686942,YGL256W
547,895,0.023690187,YJR144W
711,809,0.023701541,YCR079W
331,565,0.023719384,YKL209C
84,726,0.023729116,YER095W
20,768,0.02374047,YDR067C
946,1018,0.023750203,YNR075W
1066,1128,0.023782644,YLL056C
232,710,0.023815085,YGR044C
173,642,0.023823195,YIL015W
498,572,0.023891322,YDR453C
495,574,0.02394485,YDR453C
404,680,0.023948094,YKL043W
1018,1055,0.023948094,YLR283W
585,1201,0.023964315,YKL211C
141,372,0.023985401,YER138C
171,639,0.024019465,YCR040W
174,782,0.02404704,YAL042W
82,732,0.024141119,YFL036W
587,893,0.024150852,YPR068C
1077,1098,0.024150852,YHR027C
991,1020,0.024197891,YLR114C
1006,1028,0.024207624,YOR350C
353,602,0.024248175,YLR008C
700,826,0.024282238,YKL140W
586,893,0.024350365,YPR068C
469,955,0.024442822,YBR118W
472,953,0.024444444,YBR118W
925,1168,0.024462287,YBR111C
1077,1097,0.024549878,YPL184C
738,961,0.0245515,YBR263W
481,564,0.024583942,YHR195W
461,1031,0.024587186,YOR383C
232,712,0.024622871,YGR044C
395,1179,0.024624493,YLL016W
233,706,0.024666667,YGR104C
232,710,0.024809408,YDL036C
1065,1128,0.024822384,YLL056C
234,1164,0.02492133,YOR063W
787,926,0.024924574,YLR128W
232,710,0.024937551,YGL243W
417,1005,0.024958637,YJL118W
103,341,0.024963504,YPL099C
738,952,0.02496837,YBR263W
124,1152,0.024989457,YDR197W
114,252,0.025091646,YLR399C
942,1017,0.025101379,YNR075W
331,572,0.02513382,YCL066W
982,1128,0.02513382,YDR196C
171,657,0.025159773,YFL026W
785,929,0.025206813,YLR128W
233,710,0.025242498,YLR356W
219,483,0.02525223,YER080W
1001,1031,0.0253382,YOR350C
289,518,0.025339822,YLR253W
171,639,0.025341444,YNL145W
232,992,0.025445255,YGL232W
333,873,0.025469586,YER073W
331,567,0.025492295,YCL066W
232,703,0.025513382,YLL019C
738,956,0.025516626,YBR263W
232,994,0.025523114,YDL225W
514,1059,0.025552311,YOR175C
1007,1149,0.025599351,YJL166W
232,702,0.025628548,YLL019C
169,640,0.025690187,YFL026W
909,1030,0.025781022,YMR275C
606,893,0.025813463,YPR068C
35,823,0.025858881,YFL009W
292,734,0.025870235,YBR044C
232,709,0.02589781,YGR201C
596,1030,0.025912409,YER030W
423,545,0.025938362,YDL200C
44,819,0.025957826,YLR057W
82,731,0.025970803,YMR031C
237,729,0.026040552,YGR234W
1020,1045,0.026079481,YLR283W
314,1161,0.026115166,YMR272C
911,1030,0.026128143,YMR275C
201,697,0.026152474,YBR127C
402,679,0.026160584,YKL043W
82,726,0.0263309,YIL044C
763,1129,0.026454177,YOR346W
918,1192,0.026470397,YDL205C
81,732,0.026483374,YPL139C
686,1033,0.026494728,YKR014C
68,295,0.026510949,YPL173W
167,639,0.0265515,YMR237W
708,1181,0.026634225,YKL043W
141,374,0.026671533,YFL002W-A
606,1072,0.026682887,YJL003W
170,645,0.026716951,YFL025C
232,699,0.026726683,YGR104C
170,657,0.026733171,YIL015W
589,1053,0.026736415,YPL049C
88,168,0.026794809,YDL112W
352,604,0.026835361,YLR008C
482,565,0.026846715,YDR070C
1076,1098,0.026854826,YPL184C
171,646,0.026867802,YNL145W
82,733,0.02687429,YFL036W
416,1005,0.026932685,YJL118W
174,639,0.026934307,YKL209C
472,957,0.026939173,YBR118W
472,951,0.026948905,YBR118W
232,709,0.027038118,YNL305C
236,1075,0.027088402,YPR120C
198,751,0.027120843,YJL084C
504,1119,0.027190592,YLL024C
232,710,0.027193836,YOL097C
171,642,0.027208435,YFL025C
36,822,0.027231144,YFL009W
497,1074,0.027245742,YKL207W
232,709,0.027279805,YKL121W
83,731,0.027297648,YMR031C
86,727,0.027339822,YER095W
74,298,0.02734631,YJL014W
702,826,0.027463098,YKL140W
481,565,0.027547445,YMR105C
423,548,0.027620438,YDL200C
141,374,0.027625304,YJR028W
496,575,0.027651257,YDR453C
233,710,0.027667478,YMR125W
82,725,0.027688564,YIL044C
689,714,0.027717762,YGR177C
83,731,0.02772425,YDR034W-B
124,1152,0.027755069,YNL005C
945,1019,0.027790754,YNR075W
196,413,0.027878345,YGL256W
75,296,0.027928629,YJL014W
356,450,0.02793674,YDL144C
607,893,0.027954582,YPR068C
169,643,0.027969181,YFL025C
170,643,0.028014599,YNL145W
1076,1099,0.02810219,YHR027C
450,732,0.028115166,YJR082C
36,819,0.028124899,YFL009W
240,1056,0.028129765,YCL068C
293,725,0.02815734,YNL058C
481,564,0.028278994,YLR060W
167,621,0.028295215,YMR322C
593,824,0.028345499,YMR174C
81,732,0.028363341,YJL112W
34,495,0.028400649,YPL057C
691,714,0.028420114,YGR176W
706,1181,0.028439578,YKL043W
1007,1149,0.028450933,YNL052W
612,821,0.028673155,YDR464W
421,702,0.028678021,YNL145W
133,489,0.028703974,YJL170C
79,326,0.028705596,YOL053W
141,373,0.028712084,YER138C
171,646,0.028809408,YKL209C
77,341,0.028827251,YMR205C
333,737,0.028947283,YOR389W
738,958,0.028991079,YBR263W
584,1202,0.028991079,YKL211C
583,1202,0.029012165,YDR127W
185,823,0.029033252,YCR042C
233,705,0.029051095,YLR435W
547,896,0.029081914,YJR144W
66,297,0.029090024,YJL014W
348,710,0.029128954,YHL042W
173,651,0.029130576,YIL015W
882,913,0.02913382,YOR067C
232,709,0.029163017,YOL097C
75,570,0.029260341,YML115C
173,639,0.029281427,YFL026W
47,820,0.029317113,YLR057W
232,702,0.029318735,YMR250W
520,609,0.029325223,YDR040C
11,870,0.029339822,YLR447C
173,639,0.029347932,YFL025C
87,727,0.029403082,YER095W
173,646,0.029782644,YFL025C
87,168,0.0298897,YDL112W
357,450,0.029964315,YDL144C
204,692,0.029998378,YBR080C
481,566,0.030100568,YER150W
232,709,0.030154096,YBR241C
232,709,0.030196269,YGR053C
75,796,0.030244931,YDR406W
170,639,0.030254663,YPL187W
331,565,0.030274128,YGL090W
909,1031,0.030301703,YKL010C
358,446,0.030361719,YDL144C
82,732,0.030382806,YLL001W
85,728,0.030387672,YER095W
886,957,0.030390916,YGL130W
688,714,0.030397405,YGR177C
172,644,0.030405515,YFL025C
439,1199,0.030421736,YJR017C
233,703,0.03049635,YLL019C
170,658,0.030520681,YFL026W
599,823,0.030545012,YMR174C
204,693,0.030629359,YBR080C
233,710,0.030639092,YOR168W
1017,1056,0.030669911,YLR283W
912,1031,0.030702352,YKL010C
232,709,0.030744526,YLR270W
11,855,0.030746148,YJR082C
172,644,0.030903487,YIL015W
505,1119,0.030937551,YLL024C
78,732,0.030986212,YKL101W
498,575,0.03103163,YDR453C
221,481,0.031067315,YER080W
74,569,0.031128954,YML115C
412,1005,0.031138686,YJL118W
170,644,0.031171127,YFL025C
724,1022,0.031221411,YDR218C
233,711,0.031273317,YDR059C
346,712,0.031283049,YHL042W
171,642,0.031300892,YNL145W
483,564,0.031377129,YDR070C
285,518,0.031398216,YLR253W
593,819,0.031424169,YMR174C
303,931,0.03145661,YGL226C-A
232,979,0.031542579,YDL061C
291,518,0.031550689,YLR253W
786,929,0.031660989,YDR202C
233,706,0.031675588,YLR323C
232,709,0.031682076,YIL113W
1077,1100,0.031709651,YPL184C
941,1016,0.031711273,YNR075W
945,1016,0.031722628,YNR075W
81,726,0.031743715,YIL044C
756,1071,0.031746959,YIL030C
418,1005,0.031758313,YJL118W
19,891,0.031766423,YJR074W
232,710,0.031888078,YLR201C
1034,1195,0.031894566,YFL050C
481,566,0.032060016,YDR070C
132,485,0.032154096,YCR039C
499,572,0.032194647,YDR453C
75,795,0.032249797,YOL104C
331,566,0.032254663,YCR040W
233,711,0.03226764,YPL154C
109,307,0.032321168,YLR205C
614,819,0.032329278,YPR143W
482,564,0.032353609,YMR169C
1078,1102,0.032382806,YCR049C
790,1120,0.032426602,YOR350C
232,703,0.032428224,YIL101C
482,564,0.032437956,YGR043C
173,643,0.032444444,YFL026W
72,1127,0.032643958,YCR009C
588,1149,0.032656934,YPL276W
613,823,0.032656934,YBR155W
648,1150,0.032663423,YDL130W
331,566,0.032681265,YFL027C
99,329,0.032684509,YMR098C
701,825,0.032707218,YKL140W
680,1199,0.032733171,YOR066W
1076,1095,0.032738037,YHR027C
45,820,0.032780211,YLR057W
549,895,0.03281103,YJR144W
167,421,0.032841849,YGL041C
81,725,0.032856448,YIL044C
